,text,label
1533,investment firms cut cyclops cyl stake a group of affiliated new york investment firms said they lowered their stake in cyclops corp to shares or pct of the total outstanding common stock from shares or pct in a filing with the securities and exchange commission the group led by mutual shares corp said it sold cyclops common shares on feb and for mln dlrs reuter,acq
4370,rank makes increased avana offer final ranks hovis mcdougall plc rhml l said it was making an increased and final offer for the avana group plc avna l the company already holds about pct or mln avana ordinary shares it said in a statement the terms of the offer will be new rank hovis shares for every five avana ordinary shares valuing each avana share at p avana shareholders will be entitled to receive and retain the net interim dividend of p per avana share for the year ending march accepting avana shareholders will also be entitled to receive ranks hovis s forecast net interim dividend of p for the financial year ending september ranks hovis said that full acceptance of the increased offer would result in the issue of a maximum of mln new ranks hovis shares or about pct of the enlarged issued ordinary share capital of the company the latest offer will lapse on april ordinary shareholders in avana who accept the increased offer will have the opportunity to elect for cash for all or part of their holdings on the basis of p cash for each avana share ranks hovis said the cash required for the cash alternative would be met by one of several methods for the first mln avana shares received opting for the cash alternative ranks hovis would make a cash payment from its own resources for cash alternatives of more than mln avana shares morgan grenfell as agent for participants will make a separate offer to purchase at p per share net of expenses up to mln ranks hovis new shares to which such shareholders will be entitled under the increased offer this is equivalent to p per avana ordinary in addition ranks hovis will make a further cash payment of p per avana ordinary avana shares traded at p after the announcement p up from last night s close of p reuter,acq
2907,richardson rell to buy italian semiconductor firm richardson electronics ltd said it agreed to buy for undisclosed terms g e b giant electronics brand a florence italy based distributor of electron tubes and semiconductors reuter,acq
2053,galveston to aquire mine property interests galveston resources ltd said it agreed in principle for an option to earn up to a pct interest from hemlo gold mines inc in certain mining properties known as the interlake property subject to regulatory approvals galveston said it will earn up to a pct interest by spending a minimum of one mln dlrs in exploration and development work by december it expects work will commence shortly and continue during the exploration season galveston also said it granted hemlo gold options to acquire up to two mln galveston shares it said the options can be exercised at dlrs a share up to december then at dlrs a share until december and then at dlrs a share until december separately galveston said it agreed in principle with noranda inc unit noranda explorations ltd for an option to earn up to a pct interest in a major mineral property located at the baie verte peninsula newfoundland galveston can earn a pct interest by spending six mln dlrs in exploration and development work on the property by december the company also said it granted noranda an option to purchase two mln galveston shares the options can be exercised at dlrs a share until december then at dlrs a share until december and then at dlrs a share until december reuter,acq
3322,merrill lynch mer canada mulls buying broker merrill lynch canada inc wholly owned by merrill lynch and co is considering acquiring another canadian securities company as the result of federal and provincial government moves to lift investment dealer ownership restrictions on june according to a published report we re talking to a number of people merrill lynch canada deputy chairman e duff scott told the toronto star whether we re going to do something i don t know he said a merrill lynch canada spokesman declined to comment on the newspaper report when queried scott did not disclose which investment dealers merrill lynch canada was considering acquiring but the toronto star quoted unidentified industry sources as saying serious discussions have already been held with burns fry ltd burns fry chairman jack lawrence told the newspaper the investment dealer has not made a final decision but was examining three or four alternatives discussions between brokers about possible mergers is to be expected pending industry deregulation one investment industry source who asked not to be named told reuters it s silly not to take a look at making a merger or acquisition if you re a businessman you have to take a look the industry source said under federal and provincial government regulations expected to be in place by june banks trust companies and foreign companies will be allowed to acquire existing investment dealers or establish their own securities subsidiaries reuter,acq
377,e f hutton efh starts purolator pcc bid e f hutton group inc said it has started its previously announced offer to purchase up to common shares of purolator courier corp at dlrs each in a newspaper advertisement the company said the offer proration period and withdrfawal rights will expire april one unless extended the offer is conditioned on receipt of at least purolator shares or a pct interest and is the first step in a merger agreement that has been approved by the purolator board hutton said it reserves the right to buy more than shares but has no present intention of doing so it said it may waive the condition that at least shares be tendered as long as it received at least a pct interest if it were to receive fewer shares than that it said it would only purchase sharesd with the consent of purolator reuter,acq
207,firm agrees to merge with lotoquik int l chatsworth enterprises inc a publicly held shell corporation said it signed a letter of intent to merger with lotoquik international ltd a nassau bahamas based maker of video lottery machines under terms of the merger agreement chatsworth said lotoquik shareholders would own a majority of the surviving company reuter,acq
2785,hong kong firm ups wrather wco stake to pct industrial equity pacific ltd a hong kong investment firm said it raised its stake in wrather corp to shares or pct of the total outstanding common stock from shares or pct in a filing with the securities and exchange commission industrial equity which is principally owned by brierley investments ltd a publicly held new zealand company said it bought wrather common shares between feb and for mln dlrs when it first disclosed its stake in wrather earlier this month it said it bought the stock for investment purposes reuter,acq
4450,norstar shareholders to get fleet financial shrs per norstar share in merger,acq
1462,group tendering for gencorp says it holds about pct of gencorp common,acq
3304,chemlawn chem rises on hopes for higher bids chemlawn corp chem could attract a higher bid than the dlrs per share offered by waste management inc wnx wall street arbitrageurs said shares of chemlawn shot up to in over the counter trading with mln of the company s mln shares changing hands by late afternoon this company could go for times cash flow or dlrs maybe dollars depending on whether there is a competing bidder an arbitrageur said waste management s tender offer announced before the opening today expires march this is totally by surprise said debra strohmaier a chemlawn spokeswoman the company s board held a regularly scheduled meeting today and was discussing the waste management announcement she said a statement was expected but it was not certain when it would be ready she was unable to say if there had been any prior contact between waste management and chemlawn officials i think they will resist it said elliott schlang analyst at prescott ball and turben inc any company that doesn t like a surprise attack would arbitrageurs pointed out it is difficult to resist tender offers for any and all shares for cash schlang said chemlawn could try to find a white knight if does not want to be acquired by waste management analyst rosemarie morbelli of ingalls and snyder said servicemaster companies l p svm or rollins inc rol were examples of companies that could be interested chemlawn with about two mln customers is the largest u s company involved in application of fertilizers pesticides and herbicides on lawns waste management is involved in removal of wastes schlang said chemlawn s customer base could be valuable to another company that wants to capitalize on a strong residential and commercial distribution system both schlang and morbelli noted that high growth rates had catapulted chemlawn s share price into the mid s in but the stock languished as the rate of growth slowed schlang said the company s profits are concentrated in the fourth quarter in chemlawn earned dlrs per share for the full year and dlrs in the fourth quarter morbelli noted chemlawn competes with thousands of individual entrepreuers who offer lawn and garden care sevice reuter,acq
3960,memotec data completes teleglobe acquisition memotec data inc said it completed the previously announced mln dlr acquisition of teleglobe canada from the federal government memotec data said teleglobe which has provided canada s overseas telecommunications services since now becomes teleglobe canada inc a unit of memotec teleglobe president and chief executive jean claude delorme will continue in the same post the company said in addition to the sale price the government will receive teleglobe s accumulated cash of mln dlrs and a special mln dlr dividend making total proceeds mln dlrs reuter,acq
3275,mannesmann considering majority stake in fichtel a mannesmann ag mmwg f spokesman said the company has lodged an application with the federal cartel office for approval of a possible majority stake in car parts company fichtel und sachs ag he described the application as a precautionary move and said no agreement on buying a majority stake had yet been reached until now mannesmann has said only that it wanted to buy a pct stake in fichtel from the heirs of ernst wilhelm sachs the grandson of the firm s founder the spokesman declined to say from whom it may buy the other shares to create a majority stake in the firm fichtel s other principal shareholders are commerzbank ag cbkg f with pct and salzgitter ag islg f with pct spokesmen declined to comment directly on the possibility of selling fichtel shares to mannesmann mannesmann said in january it hoped to take a pct stake in fichtel s holding company sachs ag in the first quarter last week a spokesman said mannesmann had a letter of intent on the pct stake but completion was being delayed by legal questions surrounding the inheritance reuter,acq
918,cross and trecker ctco to sell unit cross and trecker corp said its warner and swasey subsidiary will seek to sell its grinding division to focus on other areas of its business the company said the grinding division had sales last year of about mln dlrs it makes grinding machines reuter,acq
1941,allwaste alws to acquire service firm allwaste inc said it agreed in principle to acquire all outstanding stock of a company in the industrial service business for mln dlrs in common stock it did not identify the company to be acquired reuter,acq
528,dixons has pct of cyclops corp dixons group plc dxns l said its tender offer for all of the common shares in cyclops corp of the u s expired at midnight yesterday and that it had accepted approximately mln shares in the company at dlrs each this represents just over pct of the outstanding shares on a fully diluted basis but including shares already owned dixons now holds a total of pct of the fully diluted outstanding shares the company said it is now entitled to subscribe for all the authorised but unissued and unreserved shares of common stock of cyclops which total some mln shares at dlrs each dixons said it has waived its condition that pct of the fully diluted outstanding shares be validly tendered and not withdrawn dixons launched the agreed mln dlr offer on february this year in the wake of its unsuccessful battle to take over the u k retail store chain woolworth holdings plc wluk l dixons shares were last quoted at p up on last night s close of p on friday cyacq corp an investor group formed by audio video affiliates inc ava and citicorp cci said it would increase the price it was offering for all cyclops shares to dlrs from dlrs each if cyclops would provide it with confidential information given to dixons and if it were satisfied that any rights dixon might have to recover fees or expenses from dixons or to buy cyclops stock would be rescinded or proved invalid audio video s offer is scheduled to expire march reuter,acq
4354,amylum chairman disappointed by ferruzzi cpc deal belgian starch manufacturer amylum nv is surprised and disappointed that its mln dlr offer for the european business of cpc international inc cpc n was apparently rejected in favour of a lower mln dlr bid by italy s gruppo ferruzzi chairman pierre callebaut said callebaut told reuters that amylum a leading starch and isoglucose manufacturer in which britain s tate and lyle plc tatl l holds a pct stake had made an undisclosed initial takeover offer for cpc s european corn wet milling business by the close of cpc s tender on march the offer was raised on march to a final mln dlrs in cash after cpc told amylum its initial bid was below ferruzzi s mln stg offer callebaut said on the same day cpc announced it had agreed in principle to sell its european business to ferruzzi in a mln dlr deal noting that ferruzzi was studying a public offering of shares in its unit european sugar france to fund the cpc takeover callebaut said amylum may still succeed in its bid for the time being we just await developments but i note that whereas our higher offer was in cash ferruzzi apparently is still organising finance callebaut said reuter,acq
1227,tempo tpo to sell cable systems to eagle tempo enterprises inc said it signed a letter of intent to sell seven cable television systems representing about subscribers to eagle cable terms of the acquisition were not disclosed reuter,acq
4539,group has pct of unicorp american uac two affiliated new york investment firms and an investment advisor told the securities and exchange commission they have acquired shares of unicorp american corp or pct of the total outstanding the group which includes mutual shares corp said it bought the stake for mln dlrs for investment purposes and has no intention of seeking control of unicorp american reuter,acq
2690,carbide uk looks to acquisitions for growth union carbide corp is looking to acquisitions and joint ventures to aid its chemicals and plastics growth according the h w lichtenberger president of chemicals and plastics describing this as a major departure in the company s approach to commercial development he told the annual new business forum of the commercial development association we are looking to acquisitions and joint ventures when they look like the fastest and most promising routes to the growth markets we ve identified not very long ago union carbide had the attitude that if we couldn t do it ourselves it wasn t worth doing or if it was worth doing we had to go it alone lichtenberger explained he said there are times when exploiting a profitable market is done best with a partner nor do we see any need to plow resources into a technology we may not have if we can link up profitably with someone who is already there he said carbide has extended its catalyst business that way and is now extending its specialty chemicals business in the same way reuter,acq
4646,wickes companies wix completes sale of unit wickes companies inc said it completed the sale of its sequoia supply division to a new company created by the management of that division paul hylbert president of sequoia has been named president and chief executive officer of the new company reuter,acq
1423,exovir xovr sells stock for mln dlrs exovir inc said it sold to an investor group led by mark hammer shares of company common stock and warrants to purchase an additional shares exovir said the transaction increases the group s stake from pct to pct the net proceeds to the company total mln dlrs the company said the warrants are exerciseable over the next three years at dlrs per share of common stock according to exovir reuter,acq
1525,mobil france to take pct stake in primagaz mobil corp s mob mobil oil francaise unit said it will take a stake of about pct in the french butane and propane gas distribution company primagaz in exchange for the transfer to primagaz of mobil s small and medium bulk propane activity small and medium bulk propane sales totalled tonnes in and the transfer will increase total business of primagaz by about pct equal to extra customers a primagas spokesman said mobil will take the stake by means of a capital increase terms of which have not yet been established,acq
1326,first wisconsin fwb to make acquisition first wisconsin corp said it has agreed to acquire north shore bancorp inc of northbrook ill for dlrs in cash or slightly more than twice book value subject to approval by north shore shareholders and regulatory authorities the company said completion is expected in the third quarter reuter,acq
4060,canrad cnrd acquires measurement systems canrad inc said it acquired the measurement systems division of page wilson corp for an undisclosed amount of cash canrad said the acquisition is expected to increase its annual revenues by about mln dlrs reuter,acq
310,sportscene acquires christophe van houtte chain sportscene restaurants inc said it acquired cafe christophe van houtte inc a cafe chain with ten franchises and one corporate restaurant for an unspecified amount of cash and sportscene shares reuter,acq
1150,piedmont pie takes no action piedmont aviation inc said its board meeting recessed today without taking action on proposals to combine piedmont with other corporations piedmont has received opposing bids from norfolk southern corp and us air corp earlier today trans world airlines inc offered to either buy piedmont suitor us air or alternatively to merge with piedmont and u s air in a prepared statement piedmont said there would be no further announcements concerning this situation today the company declined to say when the board would meet again reuter,acq
3021,analyst says dart group likely bidder for supermarkets general,acq
3409,investor group has circle express cexx stake an investor group controlled by new york investor david rocker told the securities and exchange commission it has acquired shares of circle express inc or pct of the total outstanding common stock the group rocker partners ltd and compass investments ltd said it bought the stake for investment purposes and not as part of an effort to seek control of the company reuter,acq
1518,pacificare phsy in talks to acquire hmo pacificare health systems inc said it is in negotiations to acquire capital health care a member health maintenance organization servicing salem and corvallis ore the company said it will not disclose terms or other details of the acquisition until negotiations are completed reuter,acq
3039,hudson s bay to sell wholesale unit hudson s bay co said it signed a letter of intent to sell its hudson s bay wholesale unit to a private investment group terms were not disclosed the company said normal paul a member of the private investment group will head hudson s bay wholesale management the unit s existing management group headed by ron mcarthur will also participate in ownership the company said without elaborating the wholesale unit is a major distributor of tobacco confectionary and other products through wholesale and vending branches in canada sales were mln dlrs hudson s bay said the sale of its wholesaling unit is part of a program to concentrate financial and management resources on its core business of department stores and real estate reuter,acq
1612,laroche starts bid for neco npt shares investor david f la roche of north kingstown r i said he is offering to purchase common shares of neco enterprises inc at dlrs each he said the successful completion of the offer plus shares he already owns would give him pct of neco s common shares la roche said he may buy more and possible all neco shares he said the offer and withdrawal rights will expire at est gmt march reuter,acq
1844,cytrx cytr unit buys swedish company cytrx corp said its pct owned cytrx biopool ltd subsidiary has acquired biopool ab of umea sweden for undisclosed terms it said former shareholders of biopool ab own the remaining pct in cytrx biopool ltd biopool ab develops cardiovascular and fibrinolytic products for diagnostic applications the company said cytrx biopool is studying the possible combination of cytrx corp s rheothrx drug to reduce platelet aggregation and viscosity in blood with biopool ab s drug t pa for dissolving blood clots reuter,acq
136,fortune forf to acquire marine savings fortune financial group inc s fortune savings bank subsidiary said it executed a definitive agreement to buy marine savings and loan association of florida for mln dlrs it said the agreement has been approved by the directors of both banks and is subject to approval of marine shareholders by a majority vote fortune said that under the agreement it will pay dlrs cash for each of marine s shares outstanding among other things reuter,acq
1664,wall street stocks chrysler c amc amo the proposed mln dlr deal under which chrysler corp would acquire american motors corp was described by analysts as a reasonable deal for both companies ronald glantz of montgomery securities said amc common stock could be fairly valued at just under five dlrs a share given changes brought by tax reform and that chrysler s offer to pay four dlrs a share of chrysler stock to amc holders other than renault as a a good price for chrysler amc common shares opened at four dlrs this morning after the renault chrysler announcement up while chrysler shares lost to though amc issued a statement saying that it was studying the proposed buyout and had no other comment glantz said he regarded the proposal as a done deal because i can t believe anybody else would make a bid it s a reasonable deal for both sides the analyst told reuters chrysler gets the jeep franchise and the new amc bramalea ontario plant and the new renault premier mid sized car and amc s sales will go up because buyers will have more confidence that the manufacturer will still be around to service the products glantz said analyst thomas o grady said chrysler would be getting more manufacturing capacity including a brand new plant in canada for a bargain price and renault would be getting some return after its prolonged loss making investment in amc reuter,acq
137,allis chalmers ah estimates proceeds of sale allis chalmers corp said it expects cash proceeds from the proposed sale of its solids processing equipment and minerals systems businesses to exceed mln dlrs with no material gain or loss anticipated from the planned sale closing of the sale to boliden ab of sweden would be part of the overall restructure of allis chalmers which was announced on march four the company said allis chalmers said the business entities included in the transaction had total sales of about mln dlrs in with total employment of about the solids processing equipment business involves manufacture of crushing and related equipment for mining it consists of operations in sweden australia brazil france great britain spain and appleton wis the minerals systems business has operations in west allis wis and lachine quebec canada reuter,acq
114,heritage communications hci in special meeting heritage communications inc said it expects to hold a special shareholder meeting in may to consider its proposed acquisition by an investor group including members of senior management and tele communications inc tele the company said it is seeking to obtain all regulatory approvals needed to complete the transaction before or shortly after the special meeting heritage said it has filed preliminary proxy materials with the securities and exchange commission and has applied for a change of control of its broadcast licenses with the federal communications commission heritage it and tele communications made required hart scott rodino filings with the federal trade commission and justice department on march and respectively reuter,acq
2368,u s securities group backs insider restraints the securities industry association backed a variety of restraints on insider trading and hostile corporate takeovers and asked congress to define insider trading in law the industry trade association called on u s securities firms to take steps to protect sensitive corporate secrets to guard against illegal trading by employees the association also backed broad federal restrictions on a variety of tactics used in hostile corporate takeovers but it said investment banking firms should be allowed to continue to engage in both arbitrage and merger and acquisition activities so long as those functions were kept separate the sia in a report adopted yesterday by its board of directors backed a higher enforcement budget for the federal securities and exchange commission and called on u s stock exchanges to beef up their supervision of member brokerages the report said securities firms should be more rigorous in restricting sensitive information on a need to know basis it said firms should train their employees to understand the need for confidentiality of market sensitive information it said legislation to define insider trading should avoid expanding current law in a way that would impede the market it said an insider trading definition should exempt a securities firm from liability for law violations by its employees unless the firm had participated in or was aware of the wrongdoing in the mergers and acquisitions area the association advocated a ban on greenmail payments or poison pill takeover protection plans without prior shareholder approval it said a group or individual buying up a company s stock should be required to file a public disclosure statement before acquiring more than five pct of the company s shares under current law disclosure may be made as late as ten days after exceeding the five pct limit the association said all purchases exceeding pct of a company s voting stock shouls be made only through a tender offer open to all shareholders under current law there is no limit on open market purchases the group said the federal government should preempt state regulation of defensive takeover tactics the group said all tender offers should remain open for at least calendar days the current requirement is expressed in business days it said so called lockup devices in which securities are issued to a friendly investor to seal a takeover deal or fend off an unfriendly predator should be limited to pct of the target company s total common stock association president edward o brien said the group acted out of concern over the ad hoc restructuring of corporate america on wall street and investor fears about insider trading and fairness in the marketplace reuter,acq
7,commerzbank to acquire and float linotype commerzbank ag cbkg f said it will acquire linotype gmbh europe s largest manufacturer of type setting and printing communications technology from allied signal inc ald n and float off the shares in the company commerzbank declined to say how much it had paid for linotype linotype s group turnover in rose pct to more than mln marks the bank said the group s net return on capital was seven pct reuter,acq
1446,metromedia buys warrant for shares of orion metromedia co said it purchased from time inc s tl home box office inc a warrant to purchase shares of common stock of orion pictures corp opc the price for the warrant was mln dlrs metromedia said it added that it now owns pct of the outstanding common stock of orion reuter,acq
2391,brazil computer market to remain closed minister brazilian science and technology minister renato archer said brazil will keep its computer market closed to foreign goods in order to give its own infant industry time to develop every country establishes laws to protect its interests the united states closed their borders at a certain stage to some foreign goods and therefore protected its industrial development now it is time for brazil to do likewise archer said at the opening of a national software conference after several meetings brazil and the u s have made no major progress in their computer row which they have been trying to resolve for the past months the reagan administration has objected to brazil protecting its computer industry from imports reuter,trade
891,consensus builds for world agricultural reform top u s and european farm trade and government representatives called for a sweeping reform of world agriculture to redress a critical demand and supply imbalance speakers at a conference on world agricultural markets here demonstrated a growing u s european consensus on the need for an urgent and collective overhaul of world farm trade and production it is vital that we work together to bring more freedom and harmony into the world agricultural trade if not the disruptions in markets may grow even more severe the walls of protection climb higher and the level of possible retaliation become more harmful u s department of agriculture deputy administrator william bailey said bailey said his attendance at the two day meeting which ends tomorrow demonstrated the u s recognises the need to adjust its policies to the changing market environment the need for urgent reforms is justified by the imbalance and tensions of the world economy the secretary general of the organisation for economic cooperation and development jean claude paye said and the forum for such a reform is the general agreement on tariffs and trade he noted paye stressed the need for a progressive and joint reduction of agricultural subsidies as well as social measures to help farmers in unprofitable areas another possible solution would be to stop supporting farm prices allowing them to be fixed by supply and demand and instead help farmers through income support and adjustment aids proposed james howard executive vice president of cargill usa one of the world s largest cereal houses franz josef feiter agricultural adviser to west german chancellor helmut kohl agreed the european community must take greater heed of market constraints in fixing farm prices however differentiated policy treatment is required to take account of large disparities in the situation around the ec he said agriculture is an efficient sector of the european economy and will remain so if the right policy is pursued within the community he said reuter,trade
623,gatt sets up dispute panel on canadian herring the ruling gatt council set up a formal dispute panel to examine a u s complaint that a canadian law prohibiting export of unprocessed herring and salmon was discriminatory david wood official spokesman of the general agreement on tariffs and trade gatt told a news briefing the decision was taken after bilateral consultations failed to resolve the row u s ambassador michael samuels charged during the council debate that canada was trying to preserve domestic jobs by insisting that herring and salmon be processed at home robert white canada s deputy chief of delegation replied the law was in line with gatt rules and was for conservations reasons but he agreed to setting up the dispute panel reuter,trade
3856,baldrige sees u s trade gap dropping soon commerce secretary malcolm baldrige said the u s trade deficit should start to decline soon possibly in the figures for february or march we could see the trade deficit start down in february or march baldrige said in an appearance before the senate governmental affairs committee he predicted the trade deficit which was billion dlrs in would decline by to billion dlrs in and in baldrige said he was making his prediction without having seen the february trade figures but he said that the volume of imports has dropped beginning with the fourth quarter of and will continue to drop in this quarter the eventual turnaround in the monthly trade figures will reflect the impact of the decline in the dollar baldrige said ealier treasury secretary james baker told the committee that the trade deficit had levelled off but baldrige said he was more optimistic adding i think we turned the corner in february reuter,trade
3683,u s japan not in trade war yeutter says the united states and japan are not involved in a trade war despite u s sanctions announced last week against japanese semiconductors u s trade representative clayton yeutter said in my judgement we re not even close to a trade war yeutter told a house agriculture committee hearing yeutter said if japan takes action to honor its agreement with the u s on semiconductor trade then the retaliatory response will last a relatively short period yeutter said japan must stop dumping chips in third countries and buy more american computer chips reuter,trade
4151,canada outlines gatt agricultural reform plan canadian trade minister pat carney said that agricultural policies should not hurt world international trade and should therefore become more price responsive over time she told delegates at the informal meeting of trade ministers that this was one of five principles canada wanted adopted in reforming agriculture in the general agreement on tariffs and trade gatt secondly support for agriculture should avoid production incentives and thirdly countries should freeze and seek to reduce government aid measures that distorted world prices carney said carney said the fourth principle was that countries should not introduce new import barriers not mandated by existing legislation and the fifth was that these basic principles must be implemented collectively carney later told reuters the canadian guidelines are basically compatible with the seven point australian proposals announced in davos switzerland in january european trade sources said the conference welcomed the canadian initiative but some delegates and not only the european community voiced reservations about some of the principles carney said there was a lot of political will among the ministers here to complete the uruguay round of gatt in under four years and that there is also a realisation that it has to be done in a balanced way the consensus view was to proceed as fast as we can on a broad front and see what areas emerge where we can get early conclusion she said however the meeting did not identify what those areas are carney said she said canada u s bilateral trade negotiations which must be concluded at least in draft form by october are progressing well reuter,trade
417,china reports mln dlr two month trade deficit china s trade deficit totalled mln dlrs in the first two months of this year according to figures released by the state statistics bureau the new china news agency quoted the bureau as saying foreign trade totalled billion dlrs in the period of which exports were worth billion dlrs the bureau said total trade volume was up pct on the same period with exports up pct but it gave no other comparative figures china s trade deficit totalled billion dlrs official figures show reuter,trade
2007,u s official sees evidence of export growth beryl sprinkel chairman of the white house council of economic advisers said he sees growing but incomplete evidence that u s export volumes are finally strengthening in remarks prepared for a speech today in los angeles sprinkel said the decline in the dollar s value since had largely restored u s cost competitiveness in world markets and appeared to signal an end to u s trade imbalances i am confident that further improvements in our trade performance will contribute significantly to u s growth in he said reuter,trade
4289,house ways and means cmte finishes work on bill to toughen trade laws,trade
2768,u k money market given mln stg late assistance the bank of england said it provided the money market with late assistance of around mln stg this brings the bank s total help today to some mln stg and compares with its forecast of a shortage in the sytem of around mln stg reuter,money-fx
1718,fed says it sets billion dlrs of customer repurchase agreements,money-fx
1917,major nations must act on currencies miyazawa finance minister kiichi miyazawa said the time has come for major industrialised nations to take action on exchange rates in line with their agreement last month in paris in paris britain canada france japan the u s and west germany agreed to coooperate to hold currency rates around their then current levels miyazawa would not say what specific measures major nations would take but told reporters the measures had been discussed in paris the dollar fell to a record low against the yen this morning piercing the yen barrier asked if major nations were now negotiating on what measures to take miyazawa said they were not as measures had already been agreed in paris reuter,money-fx
4439,hungary to devalue forint against western units hungary is to devalue the forint by an average of eight pct against western currencies the official news agency mti said mti did not say when the devaluation would become effective but it expected new rates to be announced later today hungary devalued the forint by a similar amount last september western bankers say the forint is more realistically valued than currencies of hungary s comecon allies reuter,money-fx
649,u s treasury s mulford reaffirms g pact to foster currency stability around current levels,money-fx
1887,current exchange rates almost within levels agreed by major nations sumita,money-fx
1872,u k money market given mln stg assistance the bank of england said it had provided the money market with mln stg assistance in the morning session this compares with the bank s forecast of a mln stg shortage in the system today the central bank bought bills outright in band two at pct comprising mln stg bank bills and mln stg local authority bills reuter,money-fx
2662,brazil seamen continue strike despite court hundreds of marines were on alert at key brazilian ports after seamen decided to remain on indefinite strike even after the higher labour court saturday ruled it illegal union leaders said the halt the first national strike by seamen in years started on february and union leaders said they would not return to work unless they got a pct pay rise shipowners have offered a per cent raise which the seamen rejected we have nothing to lose if they want to lay off the workers fine but we are determined to carry on with our protest until the end a union leader said more he said they had decided in a meeting that if the marines take over the ships the seamen would abandon the vessels and let the marines handle the situation by themselves a spokesman for the rio de janeiro port said the order to send marines to take over the ports was given by navy minister henrique saboya on grounds that ports are areas of national security but he said there were no incidents the strike has cut exports and imports and made an estimated ships idle petrol station owners in four states also continued their shutdown and there were fears that the combination of the two stoppages could lead to a serious fuel shortage reuter,ship
1582,strike to close new zealand ports on monday harbour workers said they will strike for hours on monday effectively closing all new zealand s ports the strike is over deadlocked wage negotiations a harbour employees workers union spokesman told reporters there will be no ship movements in and out of ports from midnight on sunday hrs gmt march there will be no loading or unloading involving harbour board workers and the cook strait ferries which provide a vital link between new zealand s north and south islands will not run he added reuter,ship
1319,u s says no signal being sent by ship movements a u s navy battle group led by the u s aircraft carrier kitty hawk is in the northern arabian sea amid renewed concern about the safety of shipping off the coast of iran u s officials said today but pentagon spokesman fred hoffmann said that reports the naval strike force was in the region did not mean the united states was sending a new warning to iran against escalating attacks on shipping in the persian gulf nothing like that has happened he said no signal is being sent he said that the kitty hawk is operating in an area where it usually does it s normal it s in the waters where it s supposed to be it s been there for over a month the kitty hawk and its force of warplanes is the mainstay of the u s indian ocean battle group which patrols a vast area extending from the indian subcontinent through the arabian sea with the kitty hawk and its group in the arabian sea to the south and the u s mideast task force in the persian gulf to the north the united states has warships on either end of the strategic straits of hormuz the pentagon as is its custom declined to confirm the exact whereabouts of the ships or what they were up to state department officials cited concern about the safety of ships passing through the straits on the vital oil supply run to the gulf iran has conducted repeated attacks on shipping in the gulf and u s officials have said that teheran has recently equipped itself with powerful chinese and italian made anti ship missiles posing a greater threat reuter,ship
801,n z ports reopen but further closures possible harbour workers returned to work this morning after a strike in support of pay claims closed new zealand s ports for hours yesterday but the harbour workers union told reporters the pay dispute is not settled and the union s national executive will meet here tomorrow to decide its next moves obviously we will be considering further industrial action union secretary ross wilson said in a radio interview the union rejects employers offers of a pct pay rise over months it wants pct over months reuter,ship
542,u s fhl banks sets pct pct pct rates on billion dlr offer,interest
4561,bank board says mortgage rates down in february the federal home loan bank board said interest rates on both fixed rate and adjustable rate home mortgage loans were down substantially in early february the bank board said the average effective commitment rate for fixed mortgages with a maturity of at least years for new home purchases dropped to pct in early february a basis point decline from early january the commitment rate on adjustable rate mortgages declined by basis points in the same period bringing the average rate to pct the bank board said the average effective interest rate on all loans closed by major lenders declined basis points from early january to pct in early february the lowest rate since march the bank board said the average effective rate for fixed mortgages was was pct down basis points from the early january level the average effective rate for adjustable rate mortgages declined basis points to pct the bank board said reuter,interest
3748,royal bank canada ups u s base rate pct to pct,interest
4677,manufacturers hanover mhc raises prime rate manufacturers hanover trust co became the third major u s bank to increase its prime rate to pct from matching a move initiated yesterday by citibank and chase manhattan the bank the main subsidiary of manufacturers hanover corp said the new rate is effective today reuter,interest
343,fed expected to add reserves economists say the federal reserve is expected to enter the u s government securities market to add reserves today economists said they said the fed would probably supply temporary reserves indirectly by arranging one to two billion dlrs of customer repurchase agreements after averaging pct yesterday federal funds were opened at pct and remained at that level reuter,interest
461,ottawa seeks explanation of credit card rates minister of state for finance tom hockin said he has asked the canadian bankers association an industry lobby group for an explanation of the level of credit card interest rates hockin said he hopes to here the association s response on the important issue soon hockin was responding to questions in the house of commons about why credit card rates which run as high as pct per year remain high when other rates are falling today the canadian bank rate fell to pct from pct last week and the canadian imperial bank of commerce cut its prime rate effective tomorrow to pct from pct reuter,interest
