	Tail	Head
11754	16818907	14514586
11755	16818907	14693978
11756	16818907	14747224
11757	16818907	15283737
11758	16818907	15451762
11759	16818907	15498084
11760	16818907	15534311
11761	16818907	15562197
11762	16818907	15855568
11763	16818907	16043730
11764	16818907	8886555
11765	16818907	9673301
11766	16822926	10229308
11767	16822926	1387073
11768	16822926	14578243
11769	16822926	15677775
11770	16822926	15677776
11771	16822926	1828656
11772	16822926	2192850
11773	16822926	2209344
11774	16822926	2559864
11775	16823472	10025399
11776	16823472	11485987
11777	16823472	12110165
11778	16823472	14559925
11779	16823472	15486293
11780	16823472	15662004
11781	16823472	15685168
11782	16823472	16054069
11783	16823472	16371630
11784	16823472	16642022
11785	16823472	16642023
11786	16823472	16823476
11787	16823472	16823477
11788	16823472	16823478
11789	16823472	9495343
11790	16823472	9673301
11791	16823472	9844629
11792	16823476	11173714
11793	16823476	11201732
11794	16823476	11334417
11795	16823476	11756320
11796	16823476	11812766
11797	16823476	11887166
11798	16823476	11916952
11799	16823476	12086969
11800	16823476	12114044
11801	16823476	12351435
11802	16823476	12354786
11803	16823476	12547549
11804	16823476	12766104
11805	16823476	12832305
11806	16823476	14564678
11807	16823476	14633806
11808	16823476	15105989
11809	16823476	15127202
11810	16823476	15331562
11811	16823476	15883229
11812	16823476	16034410
11813	16823476	3056758
11814	16823477	10335783
11815	16823477	11201732
11816	16823477	11466099
11817	16823477	11812755
11818	16823477	11845222
11819	16823477	11916936
11820	16823477	11978661
11821	16823477	12021247
11822	16823477	12414878
11823	16823477	12606524
11824	16823477	12829649
11825	16823477	15486293
11826	16823477	15793228
11827	16823477	15864529
11828	16823477	16155368
11829	16823477	16214598
11830	16823477	16443789
11831	16823477	7926300
11832	16823477	9794114
11833	16823478	10491414
11834	16823478	10950818
11835	16823478	11424231
11836	16823478	11473025
11837	16823478	11742409
11838	16823478	11793024
11839	16823478	11796484
11840	16823478	12086760
11841	16823478	12196473
11842	16823478	12502499
11843	16823478	12540615
11844	16823478	12540637
11845	16823478	12670620
11846	16823478	12727989
11847	16823478	12808457
11848	16823478	1357346
11849	16823478	14988246
11850	16823478	15161755
11851	16823478	15550470
11852	16823478	15662004
11853	16823478	15734846
11854	16823478	15774581
11855	16823478	15925010
11856	16823478	16054069
11857	16823478	16096055
11858	16823478	16306327
11859	16823478	16306331
11860	16823478	16415884
11861	16823478	7971976
11862	16823478	8212454
11863	16823478	8436255
11864	16823478	8593930
11865	16823478	8666138
11866	16823478	8866570
11867	16823478	9032096
11868	16823478	9704241
11869	16824234	11742409
11870	16824234	12020339
11871	16824234	12830567
11872	16824234	16371403
11873	16824234	8892716
11874	16824234	9549452
11875	16824234	9742976
11876	16824234	9742977
11877	16825278	11318837
11878	16825278	7796984
11879	16825278	7826293
11880	16825278	8366922
11881	16827901	10983873
11882	16827901	12173299
11883	16827901	16049319
11884	16827901	2783919
11885	16827901	2933286
11886	16827901	3531850
11887	16827901	7587921
11888	16834874	12830569
11889	16834874	14507788
11890	16834874	1943929
11891	16834874	9732337
11892	16834877	10546008
11893	16834877	15103879
11894	16834877	8366922
11895	16834877	8485958
11896	16834877	9742976
11897	16836628	10895843
11898	16836628	11485116
11899	16836628	12433006
11900	16836628	12850656
11901	16836628	14514586
11902	16836628	16249537
11903	16836628	9786808
11904	16842480	10784228
11905	16842480	10868864
11906	16842480	11375357
11907	16842480	11678974
11908	16842480	11742409
11909	16842480	12047396
11910	16842480	15375790
11911	16842480	15655244
11912	16842480	15690075
11913	16842480	16004665
11914	16842480	16123472
11915	16842486	10333901
11916	16842486	10372246
11917	16842486	10857938
11918	16842486	10920059
11919	16842486	10938048
11920	16842486	11110506
11921	16842486	11115194
11922	16842486	11423493
11923	16842486	11738282
11924	16842486	12032108
11925	16842486	12453982
11926	16842486	12643115
11927	16842486	15589064
11928	16842486	8299434
11929	16842486	8730225
11930	16842486	8776076
11931	16842486	8933008
11932	16842486	9589233
11933	16842487	10934451
11934	16842487	11011242
11935	16842487	11311100
11936	16842487	12136406
11937	16842487	12472787
11938	16842487	12556541
11939	16842487	14760046
11940	16842487	15126252
11941	16842487	1516497
11942	16842487	2338751
11943	16842487	7955993
11944	16842487	9732337
11945	16842487	9742976
11946	1684365	6746903
11947	16845606	10784221
11948	16845606	12540632
11949	16845606	1547915
11950	16845606	9272591
11951	16846517	10895844
11952	16846517	10977043
11953	16846517	11289485
11954	16846517	12171451
11955	16846517	12547870
11956	16846517	7555499
11957	16847277	10078544
11958	16847277	10389838
11959	16847277	10546010
11960	16847277	10651256
11961	16847277	10656226
11962	16847277	10752702
11963	16847277	10841006
11964	16847277	10868975
11965	16847277	10911004
11966	16847277	10923632
11967	16847277	11507694
11968	16847277	11705562
11969	16847277	11756343
11970	16847277	11916169
11971	16847277	11978678
11972	16847277	12032638
11973	16847277	12037147
11974	16847277	12107721
11975	16847277	12173683
11976	16847277	12687342
11977	16847277	12716742
11978	16847277	14643123
11979	16847277	1469084
11980	16847277	14747289
11981	16847277	15004560
11982	16847277	15043959
11983	16847277	15448105
11984	16847277	15504986
11985	16847277	15530631
11986	16847277	15756536
11987	16847277	15855569
11988	16847277	15889095
11989	16847277	15889096
11990	16847277	15902401
11991	16847277	15919798
11992	16847277	15972866
11993	16847277	15983207
11994	16847277	15996876
11995	16847277	16205882
11996	16847277	1744803
11997	16847277	2670643
11998	16847277	2873396
11999	16847277	2903105
12000	16847277	3890104
12001	16847277	48487
12002	16847277	6363172
12003	16847277	7567975
12004	16847277	7773291
12005	16847277	8270130
12006	16847277	9028724
12007	16847277	9054944
12008	16847277	9054945
12009	16847277	9356015
12010	16847277	9662408
12011	16847277	9662409
12012	16847277	9836516
12013	16855180	10491676
12014	16855180	11333990
12015	16855180	11707563
12016	16855180	11832527
12017	16855180	12032111
12018	16855180	12087008
12019	16855180	12684363
12020	16855180	14500058
12021	16855180	1765032
12022	16855180	2064484
12023	16855180	3071485
12024	16855180	3310940
12025	16855180	7555502
12026	16855180	7942937
12027	16855180	8112186
12028	16855180	8521149
12029	16855180	8612437
12030	16855180	9028693
12031	16855180	9096977
12032	16855180	9538962
12033	16855180	9702435
12034	16855264	10189543
12035	16855264	10645822
12036	16855264	11832527
12037	16855264	12540638
12038	16855264	14527304
12039	16855264	15662000
12040	16855264	15793255
12041	16855264	15842505
12042	16855264	16046308
12043	16855264	16415884
12044	16855264	17570749
12045	16855264	3899825
12046	16864902	10902787
12047	16864902	10909986
12048	16864902	11239518
12049	16864902	12618085
12050	16864902	12956281
12051	16864902	15047644
12052	16864902	8366922
12053	16864902	9673301
12054	16864902	9742976
12055	16864906	10335783
12056	16864906	10771998
12057	16864906	10983873
12058	16864906	11166380
12059	16864906	11729828
12060	16864906	11781358
12061	16864906	11849625
12062	16864906	12713258
12063	16864906	12810609
12064	16864906	12832326
12065	16864906	15140063
12066	16864906	15372363
12067	16864906	1914257
12068	16864906	2792122
12069	16864906	3136960
12070	16864906	3531850
12071	16864906	6609855
12072	16864906	7762968
12073	16864906	7981575
12074	16864906	8056185
12075	16864906	8143505
12076	16864906	8550841
12077	16864906	8602469
12078	16864906	9112337
12079	16864906	9541176
12080	16864906	9719467
12081	16864906	9878085
12082	16869959	10199785
12083	16869959	10364681
12084	16869959	10491414
12085	16869959	10973253
12086	16869959	11118003
12087	16869959	12540637
12088	16869959	12637977
12089	16869959	14988244
12090	16869959	15793259
12091	16869959	16683131
12092	16869959	6384269
12093	16872541	10840991
12094	16872541	12791496
12095	16872541	8586012
12096	16872541	8729155
12097	16873415	10683243
12098	16873415	12574175
12099	16873415	16369729
12100	16873750	10892525
12101	16873750	11469529
12102	16873750	11705130
12103	16873750	11874930
12104	16873750	12074262
12105	16873750	12113390
12106	16873750	12453967
12107	16873750	12453968
12108	16873750	14672109
12109	16873750	15085916
12110	16873750	15161784
12111	16873750	8463437
12112	16873751	10895843
12113	16873751	11311100
12114	16873751	11333990
12115	16873751	11832527
12116	16873751	12086760
12117	16873751	12136405
12118	16873751	12136406
12119	16873751	12136407
12120	16873751	12145238
12121	16873751	12196473
12122	16873751	12377301
12123	16873751	12684356
12124	16873751	12941733
12125	16873751	1516497
12126	16873751	15735219
12127	16873751	15738450
12128	16873751	15738451
12129	16873751	2035513
12130	16873751	7677463
12131	16873751	9096977
12132	16873751	9243104
12133	16873752	10912976
12134	16873752	11832527
12135	16873752	12351492
12136	16873752	15172857
12137	16877369	10027394
12138	16877369	10889129
12139	16877369	11157681
12140	16877369	12451003
12141	16877369	12805564
12142	16877369	14693715
12143	16877369	14742252
12144	16877369	15528473
12145	16877369	3301471
12146	16877369	9676728
12147	16877369	9916130
12148	16877540	10776489
12149	16877540	11641236
12150	16877540	12819898
12151	16877540	12843189
12152	16877540	15327738
12153	16877540	2229317
12154	16877540	8981464
12155	16877540	9469154
12156	16877540	9685609
12157	16879245	10330298
12158	16879245	10651256
12159	16879245	10714434
12160	16879245	10923630
12161	16879245	10923632
12162	16879245	11317658
12163	16879245	11681488
12164	16879245	12067306
12165	16879245	12145160
12166	16879245	12173683
12167	16879245	12687328
12168	16879245	12687342
12169	16879245	15735577
12170	16879245	15790362
12171	16879245	8906850
12172	16879245	8932998
12173	16879245	9000700
12174	16879245	9562346
12175	16879245	9606176
12176	16879245	9833935
12177	16879245	9878085
12178	16886063	10677521
12179	16886063	10795741
12180	16886063	11035773
12181	16886063	15161749
12182	16886063	15448087
12183	16886063	15771578
12184	16886063	15855328
12185	16886063	8402882
12186	16886063	9053453
12187	16886063	9166663
12188	16886063	9686575
12189	16886063	9892615
12190	16895275	10097918
12191	16895275	10938048
12192	16895275	11558867
12193	16895275	11942998
12194	16895275	14693318
12195	16895275	15238621
12196	16895275	15462696
12197	16895275	15797853
12198	16895275	15868769
12199	16895275	9314626
12200	16895987	11474577
12201	16895987	12502517
12202	16895987	12882939
12203	16895987	15229374
12204	16895987	15771578
12205	16895987	15889095
12206	16895987	15889096
12207	16895987	16184198
12208	16895987	16306338
12209	16895987	16306342
12210	16895987	3109542
12211	16895987	7489831
12212	16895987	7710714
12213	16895987	8093606
12214	16895987	8568461
12215	16895987	9159148
12216	16895987	9233994
12217	16895987	9279485
12218	16895987	9495343
12219	16895987	9496555
12220	16895987	9541507
12221	16896942	10067971
12222	16896942	10525658
12223	16896942	10720648
12224	16896942	10856458
12225	16896942	11053301
12226	16896942	11287819
12227	16896942	11473058
12228	16896942	11596663
12229	16896942	11934234
12230	16896942	12187484
12231	16896942	12540628
12232	16896942	12606527
12233	16896942	12606532
12234	16896942	14583184
12235	16896942	15202016
12236	16896942	15504977
12237	16896942	15561955
12238	16896942	15585600
12239	16896942	15616034
12240	16896942	16249509
12241	16896942	7859946
12242	16896942	9436620
12243	16907917	10447519
12244	16907917	11921420
12245	16907917	12037148
12246	16907917	12121678
12247	16907917	12716743
12248	16907917	14735147
12249	16907917	14755342
12250	16907917	15972866
12251	16907917	16412042
12252	16907917	16542366
12253	16907917	1737543
12254	16907917	2873396
12255	16907917	8422766
12256	16909454	10334323
12257	16909454	10545951
12258	16909454	10633878
12259	16909454	11173119
12260	16909454	11317661
12261	16909454	11473083
12262	16909454	11755474
12263	16909454	12401730
12264	16909454	12639765
12265	16909454	12951629
12266	16909454	14709415
12267	16909454	15047635
12268	16909454	15592940
12269	16909454	16164693
12270	16909454	16443795
12271	16909454	2187469
12272	16909454	7704030
12273	16909454	7988484
12274	16909454	8533167
12275	16909454	9166681
12276	16909454	9308961
12277	16909474	15814255
12278	16909474	6208788
12279	16909474	7621992
12280	16909474	9182472
12281	16911628	10746480
12282	16911628	11703436
12283	16911628	12606529
12284	16911628	12882871
12285	16911628	14582038
12286	16911628	15277434
12287	16911628	15569136
12288	16911628	15637423
12289	16911628	2401399
12290	1692206	2478541
12291	1692206	282608
12292	1692206	3325060
12293	1692206	6822503
12294	16925808	10674411
12295	16925808	10977024
12296	16925808	11935149
12297	16925808	12145226
12298	16925808	14633812
12299	16928713	11867347
12300	16928713	9653614
12301	16936143	11832527
12302	16936143	11942998
12303	16936143	12093242
12304	16936143	16046308
12305	16939660	16045741
12306	16939660	16078018
12307	16939660	16390389
12308	16939660	16566827
12309	16939660	16868887
12310	16945141	10868976
12311	16945141	11145035
12312	16945141	15004560
12313	16945141	15850778
12314	16945141	8072542
12315	16951059	10064092
12316	16951059	10064093
12317	16951059	10090898
12318	16951059	10373320
12319	16951059	10580437
12320	16951059	11078464
12321	16951059	11414755
12322	16951059	11723056
12323	16951059	11757806
12324	16951059	12851856
12325	16951059	16415884
12326	16951059	16682971
12327	16951059	8528247
12328	16951059	8528248
12329	16960798	10331157
12330	16960798	11476858
12331	16960798	11598829
12332	16960798	11724413
12333	16960798	11978629
12334	16960798	1473617
12335	16960798	15024687
12336	16960798	15561967
12337	16960798	15563974
12338	16960798	15608258
12339	16960798	16186404
12340	16960798	16226440
12341	16960798	16263245
12342	16960798	16415884
12343	16960798	16699517
12344	16960798	8072542
12345	16966600	10426387
12346	16966600	10438898
12347	16966600	10615959
12348	16966600	10660221
12349	16966600	1139259
12350	16966600	12493015
12351	16966600	12595901
12352	16966600	14972324
12353	16966600	15004560
12354	16966600	15161795
12355	16966600	15250035
12356	16966600	15292324
12357	16966600	15292346
12358	16966600	15298352
12359	16966600	15314696
12360	16966600	15342014
12361	16966600	15504986
12362	16966600	15677516
12363	16966600	15784469
12364	16966600	16186404
12365	16966600	2895363
12366	16966600	3057885
12367	16966600	3816042
12368	16966600	8099884
12369	16966600	8224807
12370	16966600	8817105
12371	16966600	8900244
12372	16966600	9519723
12373	16968392	10078544
12374	16968392	10615949
12375	16968392	11600549
12376	16968392	12107721
12377	16968392	12716742
12378	16968392	14578287
12379	16968392	14605243
12380	16968392	15314696
12381	16968392	15498046
12382	16968392	15741258
12383	16968392	15932520
12384	16968392	16306341
12385	16968392	3275556
12386	16968392	7926304
12387	16968392	8325453
12388	16968392	8666150
12389	16968392	9893161
12390	16968545	10821300
12391	16968545	11078173
12392	16968545	11136693
12393	16968545	14996474
12394	16968545	1729850
12395	16968545	7713317
12396	16968545	7789646
12397	16968545	8082528
12398	16968545	8469915
12399	16968545	8722048
12400	16968545	8941470
12401	1696864	2533573
12402	1696864	2937583
12403	1696864	3531850
12404	1696864	6145952
12405	16968892	12226150
12406	16968892	1387433
12407	16968892	1462981
12408	16968892	1513102
12409	16968892	15563560
12410	16968892	2145090
12411	16968892	2245881
12412	16968892	2785223
12413	16968892	2957390
12414	16968892	3221096
12415	16968892	3282959
12416	16968892	658620
12417	16968892	6981023
12418	16968892	7241881
12419	16968892	7556948
12420	16968892	8400068
12421	16968892	9202063
12422	16968892	9732337
12423	16969645	12930239
12424	16969645	15161799
12425	16969645	15504965
12426	16969645	16357802
12427	16969645	9589232
12428	16970554	10480515
12429	16970554	10493712
12430	16970554	10840991
12431	16970554	10938048
12432	16970554	10938049
12433	16970554	12564575
12434	16970554	14527045
12435	16970554	14982263
12436	16970554	15096337
12437	16970554	15381515
12438	16970554	16100332
12439	16973667	10781513
12440	16973667	10933350
12441	16973667	11284754
12442	16973667	12714407
12443	16973667	15111316
12444	16973667	1740366
12445	16973667	1928239
12446	16973667	8080489
12447	16973667	8287660
12448	16973667	8703884
12449	16973667	9498627
12450	16978373	10773353
12451	16978373	10902613
12452	16978373	11120869
12453	16978373	11132145
12454	16978373	11507694
12455	16978373	11887976
12456	16978373	1280239
12457	16978373	14643123
12458	16978373	14737745
12459	16978373	15563974
12460	16978373	9392499
12461	16978373	9662409
12462	16978373	9833936
12463	16978494	11194216
12464	16978494	11333990
12465	16978494	11405082
12466	16978494	11832527
12467	16978494	7555482
12468	16978494	9096977
12469	16978494	9279482
12470	1698582	3053305
12471	1698582	3315789
12472	1698582	3514330
12473	1698582	3522331
12474	1698582	353557
12475	1698582	3546382
12476	1698582	6123526
12477	1698582	6367043
12478	1698582	6374896
12479	1698582	6384027
12480	1698582	7030831
12481	16988007	10333055
12482	16988007	11165718
12483	16988007	11812768
12484	16988007	12507821
12485	16988007	12700434
12486	16988007	14675393
12487	16988007	1478368
12488	16988007	15533584
12489	16988007	15643010
12490	16988007	15765222
12491	16988007	15842505
12492	16988007	15985473
12493	16988007	16026108
12494	16988007	16129107
12495	16988007	9042932
12496	16988007	9237801
12497	16995860	10335783
12498	16995860	10651262
12499	16995860	10896647
12500	16995860	11220295
12501	16995860	11466099
12502	16995860	11874944
12503	16995860	11916936
12504	16995860	12163427
12505	16995860	12606524
12506	16995860	12829649
12507	16995860	12870175
12508	16995860	14698276
12509	16995860	15161771
12510	16995860	15181049
12511	16995860	15181067
12512	16995860	15619071
12513	16995860	9137980
12514	16995860	9389420
12515	16995860	9673301
12516	16995860	9920095
12517	16999863	15249351
12518	16999863	7872581
12519	16999863	7988316
12520	16999863	9098178
12521	17001619	10491414
12522	17001619	11118012
12523	17001619	11151758
12524	17001619	11194248
12525	17001619	11311100
12526	17001619	11333990
12527	17001619	11344187
12528	17001619	11473045
12529	17001619	11832527
12530	17001619	12114044
12531	17001619	12765960
12532	17001619	1357346
12533	17001619	15616025
12534	17001619	16207847
12535	17001619	1932936
12536	17001619	2874367
12537	17001619	7589843
12538	17001619	7776502
12539	17001619	8247074
12540	17001619	9042926
12541	17001619	9075814
12542	17002798	10809995
12543	17002798	11220283
12544	17002798	11288046
12545	17002798	11289345
12546	17002798	12456232
12547	17002798	15029092
12548	17002798	15123532
12549	17002798	1518767
12550	17002798	15458679
12551	17002798	15872029
12552	17002798	16276243
12553	17002798	16310551
12554	17002798	2209320
12555	17002798	2374275
12556	17002798	9571357
12557	17003293	15920041
12558	17003293	16227041
12559	17003293	16241867
12560	17003293	16373890
12561	17003293	3899554
12562	17003476	12224009
12563	17003476	12507913
12564	17003476	14742252
12565	17003476	15161630
12566	1700700	2156498
12567	1700700	2498395
12568	1700700	3106832
12569	17015454	10909986
12570	17015454	12147146
12571	17019602	11334418
12572	17019602	11589378
12573	17019602	11916923
12574	17019602	14693662
12575	17019602	14988272
12576	17019602	15277400
12577	17019602	7712700
12578	17020404	10580439
12579	17020404	10973253
12580	17020404	11093296
12581	17020404	11484155
12582	17020404	11916957
12583	17020404	12540637
12584	17020404	12540638
12585	17020404	15504983
12586	17020404	15797964
12587	17020404	16401314
12588	17020404	16415884
12589	17020601	11315831
12590	17020601	12716754
12591	17020601	14706054
12592	17020601	15505006
12593	17027229	14559925
12594	17027229	15081213
12595	17027229	15839181
12596	17027229	15916996
12597	17027229	16207641
12598	17027229	16371630
12599	17027229	16472050
12600	17027229	7555499
12601	17027229	8840101
12602	17029631	11129129
12603	17029631	1568757
12604	17029631	8305166
12605	17029631	9486993
12606	17029631	9571349
12607	17029631	9732338
12608	17029885	10868836
12609	17029885	11317668
12610	17029885	11476858
12611	17029885	12663480
12612	17029885	12716742
12613	17029885	15342014
12614	17029885	16390389
12615	17029885	3262869
12616	17029885	6746903
12617	17029885	8013746
12618	17030965	10485707
12619	17030965	10807384
12620	17030965	10842669
12621	17030965	11151758
12622	17030965	11334418
12623	17030965	11916923
12624	17030965	12110165
12625	17030965	14500058
12626	17030965	14742839
12627	17030965	8690174
12628	17031383	10333086
12629	17031383	12793980
12630	17031383	12967931
12631	17031383	12970107
12632	17031383	1397718
12633	17031383	15505117
12634	17031383	15908466
12635	17031383	16079262
12636	17031383	16678154
12637	17031383	2180397
12638	17031383	8013757
12639	17031383	9222645
12640	17031383	9605555
12641	17034640	10186460
12642	17034640	10217393
12643	17034640	10759290
12644	17034640	11827249
12645	17034640	11850096
12646	17034640	11874930
12647	17034640	12136407
12648	17034640	12150599
12649	17034640	12364302
12650	17034640	12797714
12651	17034640	12808888
12652	17034640	14567159
12653	17034640	14632337
12654	17034640	14675484
12655	17034640	15308383
12656	17034640	15315867
12657	17034640	15504997
12658	17034640	15536023
12659	17034640	15537471
12660	17034640	15765621
12661	17034640	15780433
12662	17034640	15855571
12663	17034640	15855572
12664	17034640	15929678
12665	17034640	16060703
12666	17034640	16230722
12667	17034640	16776751
12668	17034640	2142043
12669	17034640	8033523
12670	17034640	8366922
12671	17034640	9614608
12672	17034640	9742976
12673	1704297	3322914
12674	1704297	6362005
12675	17043101	10320614
12676	17043101	11714766
12677	17043101	12453886
12678	17043101	12731071
12679	17043101	14702111
12680	17043101	15376194
12681	17043101	15771578
12682	17043101	16313366
12683	17043101	1647335
12684	17043101	16887982
12685	17043101	1909135
12686	17043101	2139617
12687	17043101	2307094
12688	17043101	2794065
12689	17043101	3343348
12690	17043101	8181185
12691	17043101	9384304
12692	17043101	9421371
12693	17043101	9529321
12694	17043101	9933449
12695	17047287	10566598
12696	17047287	10697396
12697	17047287	10703602
12698	17047287	11724418
12699	17047287	11845220
12700	17047287	12021142
12701	17047287	12107741
12702	17047287	12622777
12703	17047287	6363172
12704	17047287	8056188
12705	17047287	8072542
12706	17047287	8168635
12707	17047287	8223882
12708	17047287	8720604
12709	17047287	8847231
12710	17047287	8882412
12711	17047287	8971540
12712	17047287	9259273
12713	17047287	9541176
12714	17047287	9684995
12715	17047287	9719467
12716	17047293	14747298
12717	17047293	15191547
12718	17047293	15734856
12719	17047293	15734859
12720	17052049	10388989
12721	17052049	10436250
12722	17052049	10491750
12723	17052049	10544839
12724	17052049	10692980
12725	17052049	10751750
12726	17052049	10857972
12727	17052049	11231974
12728	17052049	11423501
12729	17052049	11532324
12730	17052049	11580083
12731	17052049	1244549
12732	17052049	12724015
12733	17052049	1453525
12734	17052049	14602507
12735	17052049	1574956
12736	17052049	2180758
12737	17052049	2804765
12738	17052049	6374589
12739	17052049	7758261
12740	17052049	7789645
12741	17052049	7950501
12742	17052049	8013262
12743	17052049	8096168
12744	17052049	8835919
12745	17052049	9284719
12746	17052049	9479561
12747	17052049	9681272
12748	17052049	9685513
12749	17060767	10454950
12750	17060767	10484306
12751	17060767	11344408
12752	17060767	11402924
12753	17060767	11943743
12754	17060767	12409659
12755	17060767	14530719
12756	17060767	14685093
12757	17060767	15318993
12758	17060767	15946423
12759	17060767	7677463
12760	17060767	8528247
12761	17060767	8971073
12762	1707061	2503545
12763	1707061	2547842
12764	1707061	2828354
12765	1707061	2837217
12766	1707061	2952656
12767	1707061	3156405
12768	17074088	11705130
12769	17074088	11874930
12770	17074088	12453967
12771	17074088	14502096
12772	17074088	16150012
12773	17074088	16277163
12774	1707531	1697648
12775	1707531	2190098
12776	1707531	2406723
12777	1707531	2510155
12778	1707531	3309126
12779	1707531	3309680
12780	1707531	3525284
12781	17076990	11727405
12782	17076990	11755507
12783	17076990	12020335
12784	17076990	12034408
12785	17076990	12523914
12786	17076990	12556541
12787	17076990	12716797
12788	17076990	12766121
12789	17076990	14693960
12790	17076990	9135935
12791	17076990	9742976
12792	17077202	10189543
12793	17077202	10333911
12794	17077202	11333990
12795	17077202	11832527
12796	17077202	12086760
12797	17077202	12196473
12798	17077202	12351469
12799	17077202	12453982
12800	17077202	12765960
12801	17077202	14747278
12802	17077202	15181045
12803	17077202	9096977
12804	17083718	15037557
12805	17083718	15270784
12806	17083718	16094529
12807	17083718	16272208
12808	17083718	16644705
12809	17088535	15034596
12810	17088535	15223048
12811	17088535	15358230
12812	17088535	15670786
12813	17088535	15911094
12814	17088535	15920163
12815	17088535	15954931
12816	17088535	7589844
12817	17088564	11927616
12818	17088564	12037148
12819	17088564	15047612
12820	17088564	15236753
12821	17088564	15870028
12822	17088564	16339897
12823	17088564	16628253
12824	17088564	1777555
12825	17088564	2088390
12826	17088564	7561695
12827	17088564	7588330
12828	17090674	10078547
12829	17090674	10911004
12830	17090674	11289033
12831	17090674	11508270
12832	17090674	12610006
12833	17090674	12664214
12834	17090674	12796569
12835	17090674	14633816
12836	17090674	14961992
12837	17090674	15220016
12838	17090674	15298338
12839	17090674	15516157
12840	17090674	15561940
12841	17090674	15737845
12842	17090674	15972866
12843	17090674	15983207
12844	17090674	15996257
12845	17090674	16371537
12846	17090674	2060727
12847	17090674	2060728
12848	17090674	7914259
12849	17090674	9562350
12850	17096857	11067779
12851	17096857	11410111
12852	17096857	11731221
12853	17096857	14747300
12854	17096857	15258737
12855	17096857	15975085
12856	17096857	16150144
12857	17096857	16246041
12858	17096857	9054233
12859	17099716	1396993
12860	17099716	14574451
12861	17099716	15047620
12862	17099716	1754997
12863	17099716	8358330
12864	17100762	10907120
12865	17100762	11161975
12866	17100762	11403811
12867	17100762	11692104
12868	17100762	12802494
12869	17100762	12941768
12870	17100762	1346821
12871	17100762	14624759
12872	17100762	14745491
12873	17100762	15140063
12874	17100762	15205560
12875	17100762	15220190
12876	17100762	15683454
12877	17100762	15793184
12878	17100762	1744803
12879	17100762	2204345
12880	17100762	7761837
12881	17100762	8247037
12882	17100762	8635655
12883	17100762	9075797
12884	17100762	9165225
12885	17100762	9467658
12886	17100762	9498660
12887	17100762	9568688
12888	17100763	10555638
12889	17100763	10889129
12890	17100763	11896938
12891	17100763	12943926
12892	17100763	14633142
12893	17100763	15541048
12894	17100763	15699496
12895	17100763	2167002
12896	17100763	3666321
12897	17100763	6443809
12898	17100763	7942121
12899	17100763	9794114
12900	17100770	10064098
12901	17100770	10782560
12902	17100770	11079747
12903	17100770	11095462
12904	17100770	11600549
12905	17100770	12140742
12906	17100770	12221281
12907	17100770	12716742
12908	17100770	14693690
12909	17100770	1756908
12910	17100770	1959708
12911	17100770	3792666
12912	17100770	6738600
12913	17100770	7619493
12914	17100770	7698508
12915	17100770	7789630
12916	17100770	7867885
12917	17100770	8025212
12918	17100770	8063033
12919	17100770	8227346
12920	17100770	8842593
12921	17107852	15068125
12922	17107852	1999488
12923	1710892	2471192
12924	1710892	2546824
12925	1710892	2670642
12926	1710892	2681500
12927	1710892	3000746
12928	1710892	3512565
12929	1710892	3528867
12930	1711209	2620783
12931	1711209	2722845
12932	1711209	2824266
12933	1711209	2834824
12934	1711209	3540010
12935	1711209	3901744
12936	1711209	6369965
12937	1711209	6369971
12938	17116737	11145667
12939	17116737	12037148
12940	17116737	12183168
12941	17116737	12847137
12942	17116737	12937416
12943	17116737	14617032
12944	17116737	15467837
12945	17116737	15771578
12946	17116737	15889095
12947	17116737	16087865
12948	17116737	16111631
12949	17116737	16311599
12950	17116737	16318983
12951	17116737	16628253
12952	17116737	16886063
12953	17116737	8278351
12954	17116737	8402882
12955	17116737	9058834
12956	17128691	10227572
12957	17128691	10498660
12958	17128691	12018820
12959	17128691	8875096
12960	17128691	9918906
12961	17129376	10457237
12962	17129376	10895843
12963	17129376	11289485
12964	17129376	12488964
12965	17129376	12547870
12966	17129376	12610027
12967	17129376	16629914
12968	17129376	7555499
12969	17130475	10599761
12970	17130475	14747300
12971	17130475	9720971
12972	17130504	10102706
12973	17130504	10195930
12974	17130504	10333910
12975	17130504	10334318
12976	17130504	10580182
12977	17130504	10666428
12978	17130504	10969842
12979	17130504	11127456
12980	17130504	12716791
12981	17130504	12788993
12982	17130504	14514603
12983	17130504	14570951
12984	17130504	14578303
12985	17130504	16371630
12986	17130504	3825934
12987	17130504	6698317
12988	17130504	7622004
12989	17130504	7732997
12990	17130504	8168638
12991	17130504	8366922
12992	17130504	8799621
12993	17130504	9051371
12994	17135629	10189543
12995	17135629	10480769
12996	17135629	10857936
12997	17135629	11092283
12998	17135629	11832527
12999	17135629	12941718
13000	17135629	15755822
13001	17135629	2210052
13002	17135629	2389754
13003	17135629	2407581
13004	17135629	7859931
13005	17135629	7872581
13006	17135629	7988316
13007	17143326	11016444
13008	17143326	12815107
13009	17143326	15889095
13010	17143326	7537670
13011	17143326	7694152
13012	17143326	8056042
13013	17143326	8232539
13014	17143326	8690161
13015	17143326	8920894
13016	17143326	8971078
13017	17143326	9362527
13018	17143326	9780157
13019	17143333	10078544
13020	17143333	10470079
13021	17143333	10753042
13022	17143333	10963600
13023	17143333	12531877
13024	17143333	12639991
13025	17143333	12727927
